subject,run_name,task,stimulus_set,TRIAL,beta_index,beta_number,target_number,target_code,target_name,repeat,image_path,SOURCE_FILE,RUN_NAME,SUBJECT,SESSION,RUN,CONDITION,CUE,FRAMEFILE,IMAGEFILE,GROUNDTRUTH,ISCORRECT,CHANGEMIND,TOTAL1,TOTAL2,BUTTON,TRIALONSET,TRIALEND,IMAGEONSET,IMAGESERIESENDS,FINALDECISIONTIME,RT
subj01,imgA_1,imagery,A,16,159,160,3,V,bar_090.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,79.9953353829987,83.9944895400004,,,81.3438477480013,1348.51236500253
subj01,imgA_1,imagery,A,17,160,161,5,P,crs_000.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,83.9944895400004,87.9944562109995,,,85.2890150380008,1294.52549800044
subj01,imgA_1,imagery,A,18,161,162,2,R,bar_045.0deg_450L_43W.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,1,0,1.0,87.9944562109995,91.9947122579979,,,89.420463161001,1426.00695000147
subj01,imgA_1,imagery,A,19,162,163,1,H,bar_000.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,91.9947122579979,95.9944314950008,,,93.439690651001,1444.97839300311
subj01,imgA_1,imagery,A,20,163,164,3,V,bar_090.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,95.9944314950008,99.993432618001,,,97.706163169998,1711.73167499728
subj01,imgA_1,imagery,A,21,164,165,5,P,crs_000.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,99.993432618001,103.994303946998,,,101.507232231001,1513.79961299972
subj01,imgA_1,imagery,A,22,165,166,1,H,bar_000.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,103.994303946998,107.990923532998,,,105.735167414001,1740.86346700278
subj01,imgA_1,imagery,A,23,166,167,2,R,bar_045.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,1,0,1.0,111.991014317999,115.991527241,,,114.194707315,2203.69299700178
subj01,imgA_1,imagery,A,24,167,168,6,E,crs_045.0deg_450L_43W.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,115.991527241,119.991532232001,,,117.977998367998,1986.47112699837
subj01,imgA_1,imagery,A,25,168,169,1,H,bar_000.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,119.991532232001,123.991228457999,,,121.639630841,1648.09860899913
subj01,imgA_1,imagery,A,26,169,170,2,R,bar_045.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,1,0,1.0,123.991228457999,127.990885020001,,,125.837390574001,1846.16211600223
subj01,imgA_1,imagery,A,27,170,171,6,E,crs_045.0deg_450L_43W.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,127.990885020001,131.991130931001,,,129.825971934999,1835.0869149981
subj01,imgA_1,imagery,A,28,171,172,4,L,bar_135.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,131.991130931001,135.991426236,,,132.996732961001,1005.60202999986
subj01,imgA_1,imagery,A,29,172,173,1,H,bar_000.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,135.991426236,139.991832976,,,137.573206587,1581.78035099991
subj01,imgA_1,imagery,A,30,173,174,4,L,bar_135.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,139.991832976,143.991851824998,,,141.834706645001,1842.87366900026
subj01,imgA_1,imagery,A,31,174,175,2,R,bar_045.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,1,0,1.0,143.991851824998,147.992136230998,,,146.005021904999,2013.17008000115
subj01,imgA_1,imagery,A,32,175,176,3,V,bar_090.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,147.992136230998,151.991228417999,,,149.883118222999,1890.98199200089
subj01,imgA_1,imagery,A,33,176,177,6,E,crs_045.0deg_450L_43W.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,151.991228417999,155.991969339,,,154.181266312,2190.03789400085
subj01,imgA_1,imagery,A,34,177,178,3,V,bar_090.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,155.991969339,159.991555387998,,,157.840287812,1848.31847299938
subj01,imgA_1,imagery,A,35,178,179,5,P,crs_000.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,163.991271723,167.990406582998,,,165.822342512998,1831.07078999819
subj01,imgA_1,imagery,A,36,179,180,1,H,bar_000.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,H,H,blank00000_00000000_cueH.png,,,,0.0,1,0,1.0,167.990406582998,171.990148995999,,,169.470733819999,1480.32723700089
subj01,imgA_1,imagery,A,37,180,181,4,L,bar_135.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,1,0,1.0,171.990148995999,175.991010131998,,,172.853514349001,863.365353001427
subj01,imgA_1,imagery,A,38,181,182,5,P,crs_000.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,175.991010131998,179.990442095001,,,176.724796726001,733.786594002595
subj01,imgA_1,imagery,A,39,182,183,6,E,crs_045.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,179.990442095001,183.989983907999,,,181.521613695,1531.17159999965
subj01,imgA_1,imagery,A,40,183,184,2,R,bar_045.0deg_450L_43W.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,1,0,1.0,183.989983907999,187.989764604001,,,185.296275239998,1306.29133199909
subj01,imgA_1,imagery,A,41,184,185,3,V,bar_090.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,187.989764604001,191.989948606999,,,190.158555555001,2168.79095100012
subj01,imgA_1,imagery,A,42,185,186,5,P,crs_000.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_000.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,P,P,blank00000_00000000_cueP.png,,,,0.0,1,0,1.0,195.989734393999,199.989500206,,,197.767472954001,1777.73856000204
subj01,imgA_1,imagery,A,43,186,187,4,L,bar_135.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_135.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,L,L,blank00000_00000000_cueL.png,,,,0.0,2,0,1.0,199.989500206,203.988999802001,,,201.528783263999,1539.28305799855
subj01,imgA_1,imagery,A,44,187,188,6,E,crs_045.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,1.0,1,1,2.0,203.988999802001,207.989101384999,,,207.118364034999,3129.36423299834
subj01,imgA_1,imagery,A,45,188,189,2,R,bar_045.0deg_450L_43W.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,2,0,1.0,207.989101384999,211.988304282,,,209.471304293998,1482.20290899917
subj01,imgA_1,imagery,A,46,189,190,3,V,bar_090.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_090.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,V,V,blank00000_00000000_cueV.png,,,,0.0,1,0,1.0,211.988304282,215.988902413999,,,213.601343050999,1613.0387689991
subj01,imgA_1,imagery,A,47,190,191,2,R,bar_045.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/bar_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,R,R,blank00000_00000000_cueR.png,,,,0.0,2,0,1.0,215.988902413999,219.988805986999,,,217.409111500001,1420.20908600171
subj01,imgA_1,imagery,A,48,191,192,6,E,crs_045.0deg_450L_43W.png,8,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setA/crs_045.0deg_450L_43W.png,nsdimagery_subj01_imgA_1.tsv,imgA_1,1,1,3,E,E,blank00000_00000000_cueE.png,,,,0.0,1,0,1.0,219.988805986999,223.988247535999,,,221.281922456001,1293.11646900169
subj01,visB,vision,B,1,192,193,1,W,shared0385_nsd28752.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,B,shared0385_nsd28752_cueB.png,,0.0,1.0,0.0,0,1,2.0,12.0077211110001,16.007785146001,,,12.8675213739989,859.80026299876
subj01,visB,vision,B,2,193,194,4,C,shared0842_nsd61178.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0842_nsd61178.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,C,W,shared0842_nsd61178_cueW.png,,0.0,1.0,0.0,0,1,2.0,16.007785146001,20.0060850209993,,,16.8531382619985,845.353115997568
subj01,visB,vision,B,3,194,195,1,W,shared0385_nsd28752.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,W,shared0385_nsd28752_cueW.png,,1.0,1.0,0.0,1,0,1.0,20.0060850209993,24.0074376990015,,,20.7439549720002,737.869951000903
subj01,visB,vision,B,4,195,196,5,D,shared0907_nsd65873.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0907_nsd65873.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,D,B,shared0907_nsd65873_cueB.png,,0.0,1.0,0.0,0,1,2.0,24.0074376990015,28.005607381001,,,24.8082127890011,800.775089999661
subj01,visB,vision,B,5,196,197,6,T,shared0000_nsd00000.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0000_nsd00000.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,T,T,shared0000_nsd00000_cueT.png,,1.0,1.0,0.0,1,0,1.0,28.005607381001,32.0081358200005,,,28.7761546719994,770.547290998365
subj01,visB,vision,B,6,197,198,3,B,shared0741_nsd53882.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0741_nsd53882.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,B,K,shared0741_nsd53882_cueK.png,,0.0,1.0,0.0,0,1,2.0,32.0081358200005,36.0051293950019,,,32.6683938360002,660.258015999716
subj01,visB,vision,B,7,198,199,5,D,shared0907_nsd65873.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0907_nsd65873.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,D,B,shared0907_nsd65873_cueB.png,,0.0,1.0,0.0,0,1,2.0,36.0051293950019,40.0084661889996,,,36.7166484080008,711.519012998906
subj01,visB,vision,B,8,199,200,2,K,shared0413_nsd30857.png,1,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0413_nsd30857.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,K,K,shared0413_nsd30857_cueK.png,,1.0,1.0,0.0,1,0,1.0,40.0084661889996,44.0053734409994,,,40.6185219600011,610.055771001498
subj01,visB,vision,B,9,200,201,1,W,shared0385_nsd28752.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,K,shared0385_nsd28752_cueK.png,,0.0,1.0,0.0,0,1,2.0,44.0053734409994,48.0087628389992,,,44.6839246529998,678.551212000457
subj01,visB,vision,B,10,201,202,2,K,shared0413_nsd30857.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0413_nsd30857.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,K,W,shared0413_nsd30857_cueW.png,,0.0,1.0,0.0,0,1,2.0,52.0047803529997,56.0092031329987,,,53.1482292610017,1143.44890800203
subj01,visB,vision,B,11,202,203,4,C,shared0842_nsd61178.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0842_nsd61178.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,C,C,shared0842_nsd61178_cueC.png,,1.0,1.0,0.0,1,0,1.0,56.0092031329987,60.0041198889994,,,56.8456314989999,836.428366001201
subj01,visB,vision,B,12,203,204,2,K,shared0413_nsd30857.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0413_nsd30857.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,K,T,shared0413_nsd30857_cueT.png,,0.0,1.0,0.0,0,1,2.0,60.0041198889994,64.0092124170005,,,60.7260535419991,721.933652999724
subj01,visB,vision,B,13,204,205,6,T,shared0000_nsd00000.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0000_nsd00000.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,T,B,shared0000_nsd00000_cueB.png,,0.0,1.0,0.0,0,1,2.0,64.0092124170005,68.0034444390003,,,64.7722422810002,763.029863999691
subj01,visB,vision,B,14,205,206,5,D,shared0907_nsd65873.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0907_nsd65873.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,D,D,shared0907_nsd65873_cueD.png,,1.0,1.0,1.0,2,1,1.0,68.0034444390003,72.0096475470018,,,69.0367603679988,1033.31592899849
subj01,visB,vision,B,15,206,207,4,C,shared0842_nsd61178.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0842_nsd61178.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,C,C,shared0842_nsd61178_cueC.png,,1.0,1.0,0.0,1,0,1.0,72.0096475470018,76.0032400900018,,,72.6992606120002,689.613064998412
subj01,visB,vision,B,16,207,208,1,W,shared0385_nsd28752.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,W,shared0385_nsd28752_cueW.png,,1.0,1.0,0.0,1,0,1.0,76.0032400900018,80.0096131600003,,,76.6468654849996,643.625394997798
subj01,visB,vision,B,17,208,209,4,C,shared0842_nsd61178.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0842_nsd61178.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,C,T,shared0842_nsd61178_cueT.png,,0.0,1.0,0.0,0,1,2.0,84.0033183660016,88.0043611670008,,,84.8299291490002,826.610782998614
subj01,visB,vision,B,18,209,210,5,D,shared0907_nsd65873.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0907_nsd65873.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,D,D,shared0907_nsd65873_cueD.png,,1.0,1.0,0.0,1,0,1.0,88.0043611670008,92.0030908049994,,,88.5997606199999,595.399452999118
subj01,visB,vision,B,19,210,211,3,B,shared0741_nsd53882.png,2,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0741_nsd53882.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,B,B,shared0741_nsd53882_cueB.png,,1.0,1.0,0.0,1,0,1.0,92.0030908049994,96.0038472460001,,,92.5473503569992,544.259551999858
subj01,visB,vision,B,20,211,212,2,K,shared0413_nsd30857.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0413_nsd30857.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,K,K,shared0413_nsd30857_cueK.png,,1.0,1.0,0.0,1,0,1.0,96.0038472460001,100.002453121,,,96.5546372729987,550.790026998584
subj01,visB,vision,B,21,212,213,5,D,shared0907_nsd65873.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0907_nsd65873.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,D,W,shared0907_nsd65873_cueW.png,,0.0,1.0,0.0,0,1,2.0,100.002453121,104.003304213998,,,100.615767541,613.314419999369
subj01,visB,vision,B,22,213,214,6,T,shared0000_nsd00000.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0000_nsd00000.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,T,T,shared0000_nsd00000_cueT.png,,1.0,1.0,0.0,1,0,1.0,104.003304213998,108.001812376999,,,104.661541966001,658.237752002606
subj01,visB,vision,B,23,214,215,5,D,shared0907_nsd65873.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0907_nsd65873.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,D,T,shared0907_nsd65873_cueT.png,,0.0,1.0,0.0,0,1,2.0,108.001812376999,112.002337329999,,,108.559605720002,557.793343003141
subj01,visB,vision,B,24,215,216,4,C,shared0842_nsd61178.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0842_nsd61178.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,C,C,shared0842_nsd61178_cueC.png,,1.0,1.0,0.0,1,0,1.0,116.001731427001,120.002147055002,,,116.778417351001,776.685924000049
subj01,visB,vision,B,25,216,217,1,W,shared0385_nsd28752.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,W,shared0385_nsd28752_cueW.png,,1.0,1.0,0.0,1,0,1.0,120.002147055002,124.001714911999,,,120.603161042,601.013986997714
subj01,visB,vision,B,26,217,218,4,C,shared0842_nsd61178.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0842_nsd61178.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,C,D,shared0842_nsd61178_cueD.png,,0.0,1.0,0.0,0,1,2.0,124.001714911999,128.002390452999,,,124.851689372001,849.974460001249
subj01,visB,vision,B,27,218,219,6,T,shared0000_nsd00000.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0000_nsd00000.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,T,K,shared0000_nsd00000_cueK.png,,0.0,1.0,0.0,0,1,2.0,128.002390452999,132.000990963999,,,128.660088380002,657.697927003028
subj01,visB,vision,B,28,219,220,1,W,shared0385_nsd28752.png,6,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,W,shared0385_nsd28752_cueW.png,,1.0,1.0,0.0,1,0,1.0,132.000990963999,136.001650573002,,,132.677999210999,677.008246999321
subj01,visB,vision,B,29,220,221,3,B,shared0741_nsd53882.png,3,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0741_nsd53882.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,B,K,shared0741_nsd53882_cueK.png,,0.0,1.0,0.0,0,1,2.0,136.001650573002,140.000683851998,,,136.666665615001,665.015041999141
subj01,visB,vision,B,30,221,222,1,W,shared0385_nsd28752.png,7,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0385_nsd28752.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,W,C,shared0385_nsd28752_cueC.png,,0.0,1.0,0.0,0,1,2.0,140.000683851998,144.011604571999,,,140.83058677,829.902918001608
subj01,visB,vision,B,31,222,223,2,K,shared0413_nsd30857.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0413_nsd30857.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,K,K,shared0413_nsd30857_cueK.png,,1.0,1.0,0.0,1,0,1.0,148.008407575999,152.015979660002,,,148.929612503001,921.204927002691
subj01,visB,vision,B,32,223,224,3,B,shared0741_nsd53882.png,4,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0741_nsd53882.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,B,B,shared0741_nsd53882_cueB.png,,1.0,1.0,0.0,1,0,1.0,152.015979660002,156.016982994999,,,152.547824238001,531.844577999436
subj01,visB,vision,B,33,224,225,6,T,shared0000_nsd00000.png,5,/home/jovyan/NHprojectNSDimagery/data/nsd/nsddata/experiments/nsdimagery/rawtargetimages/setB/shared0000_nsd00000.png,nsdimagery_subj01_visB.tsv,visB,1,1,4,T,D,shared0000_nsd00000_cueD.png,,0.0,1.0,0.0,0,1,2.0,156.016982994999,160.016534365001,,,156.586441160001,569.458165002288
