row_id,subject,subject_10k_index,nsd_73k_id,n_repeats,beta_normalization,split
1674,subj01,1675,40991,3,session_zscore,train
1675,subj01,1676,25488,3,session_zscore,train
1676,subj01,1677,18414,3,session_zscore,train
1677,subj01,1678,43585,3,session_zscore,train
1678,subj01,1679,46515,3,session_zscore,train
1679,subj01,1680,49724,3,session_zscore,train
1680,subj01,1681,63192,3,session_zscore,validation
1681,subj01,1682,14246,3,session_zscore,train
1682,subj01,1683,5234,3,session_zscore,train
1683,subj01,1684,1949,3,session_zscore,train
1684,subj01,1685,64308,3,session_zscore,train
1685,subj01,1686,20521,3,session_zscore,train
1686,subj01,1687,7876,3,session_zscore,train
1687,subj01,1688,32655,3,session_zscore,train
1688,subj01,1689,17505,3,session_zscore,train
1689,subj01,1690,68860,3,session_zscore,train
1690,subj01,1691,66218,3,session_zscore,train
1691,subj01,1692,34876,3,session_zscore,train
1692,subj01,1693,3204,3,session_zscore,train
1693,subj01,1694,52249,3,session_zscore,train
1694,subj01,1695,55407,3,session_zscore,train
1695,subj01,1696,5517,3,session_zscore,train
1696,subj01,1697,6697,3,session_zscore,train
1697,subj01,1698,33623,3,session_zscore,train
1698,subj01,1699,60477,3,session_zscore,train
1699,subj01,1700,38922,3,session_zscore,train
1700,subj01,1701,26520,3,session_zscore,train
1701,subj01,1702,10450,3,session_zscore,train
1702,subj01,1703,11019,3,session_zscore,validation
1703,subj01,1704,24228,3,session_zscore,train
1704,subj01,1705,32578,3,session_zscore,train
1705,subj01,1706,72993,3,session_zscore,train
1706,subj01,1707,39693,3,session_zscore,train
1707,subj01,1708,31795,3,session_zscore,train
1708,subj01,1709,6462,3,session_zscore,train
1709,subj01,1710,36354,3,session_zscore,validation
1710,subj01,1711,35315,3,session_zscore,train
1711,subj01,1712,27185,3,session_zscore,train
1712,subj01,1713,19839,3,session_zscore,train
1713,subj01,1714,28360,3,session_zscore,train
1714,subj01,1715,56075,3,session_zscore,train
1715,subj01,1716,72938,3,session_zscore,train
1716,subj01,1717,53554,3,session_zscore,train
1717,subj01,1718,69091,3,session_zscore,train
1718,subj01,1719,31647,3,session_zscore,train
1719,subj01,1720,68929,3,session_zscore,train
1720,subj01,1721,69179,3,session_zscore,train
1721,subj01,1722,67192,3,session_zscore,train
1722,subj01,1723,71832,3,session_zscore,train
1723,subj01,1724,56497,3,session_zscore,train
1724,subj01,1725,69226,3,session_zscore,train
1725,subj01,1726,48147,3,session_zscore,train
1726,subj01,1727,54898,3,session_zscore,train
1727,subj01,1728,47541,3,session_zscore,validation
1728,subj01,1729,47466,3,session_zscore,train
1729,subj01,1730,38074,3,session_zscore,train
1730,subj01,1731,42053,3,session_zscore,train
1731,subj01,1732,5632,3,session_zscore,train
1732,subj01,1733,18116,3,session_zscore,train
1733,subj01,1734,58536,3,session_zscore,train
1734,subj01,1735,60943,3,session_zscore,train
1735,subj01,1736,40487,3,session_zscore,train
1736,subj01,1737,69522,3,session_zscore,train
1737,subj01,1738,48657,3,session_zscore,train
1738,subj01,1739,45981,3,session_zscore,train
1739,subj01,1740,38890,3,session_zscore,train
1740,subj01,1741,26071,3,session_zscore,train
1741,subj01,1742,37809,3,session_zscore,train
1742,subj01,1743,26696,3,session_zscore,train
1743,subj01,1744,305,3,session_zscore,train
1744,subj01,1745,38671,3,session_zscore,train
1745,subj01,1746,5045,3,session_zscore,train
1746,subj01,1747,32907,3,session_zscore,validation
1747,subj01,1748,64747,3,session_zscore,train
1748,subj01,1749,51733,3,session_zscore,train
1749,subj01,1750,42438,3,session_zscore,train
1750,subj01,1751,4947,3,session_zscore,train
1751,subj01,1752,61205,3,session_zscore,train
1752,subj01,1753,66047,3,session_zscore,train
1753,subj01,1754,52539,3,session_zscore,train
1754,subj01,1755,58385,3,session_zscore,train
1755,subj01,1756,40000,3,session_zscore,train
1756,subj01,1757,43930,3,session_zscore,train
1757,subj01,1758,58172,3,session_zscore,train
1758,subj01,1759,15109,3,session_zscore,train
1759,subj01,1760,32025,3,session_zscore,train
1760,subj01,1761,61328,3,session_zscore,train
1761,subj01,1762,33233,3,session_zscore,validation
1762,subj01,1763,36357,3,session_zscore,train
1763,subj01,1764,26808,3,session_zscore,train
1764,subj01,1765,59062,3,session_zscore,train
1765,subj01,1766,15817,3,session_zscore,train
1766,subj01,1767,55387,3,session_zscore,train
1767,subj01,1768,59251,3,session_zscore,train
1768,subj01,1769,60455,3,session_zscore,validation
1769,subj01,1770,51027,3,session_zscore,train
1770,subj01,1771,49755,3,session_zscore,train
1771,subj01,1772,54179,3,session_zscore,train
1772,subj01,1773,6316,3,session_zscore,train
1773,subj01,1774,54521,3,session_zscore,train
1774,subj01,1775,57590,3,session_zscore,train
1775,subj01,1776,71752,3,session_zscore,train
1776,subj01,1777,21752,3,session_zscore,train
1777,subj01,1778,69433,3,session_zscore,train
1778,subj01,1779,41538,3,session_zscore,train
1779,subj01,1780,56178,3,session_zscore,train
1780,subj01,1781,37869,3,session_zscore,train
1781,subj01,1782,11424,3,session_zscore,train
1782,subj01,1783,64889,3,session_zscore,train
1783,subj01,1784,52248,3,session_zscore,train
1784,subj01,1785,64165,3,session_zscore,train
1785,subj01,1786,43181,3,session_zscore,train
1786,subj01,1787,60390,3,session_zscore,train
1787,subj01,1788,19114,3,session_zscore,train
1788,subj01,1789,12226,3,session_zscore,train
1789,subj01,1790,11063,3,session_zscore,train
1790,subj01,1791,7982,3,session_zscore,train
1791,subj01,1792,62664,3,session_zscore,train
1792,subj01,1793,23435,3,session_zscore,train
1793,subj01,1794,28185,3,session_zscore,validation
1794,subj01,1795,55886,3,session_zscore,train
1795,subj01,1796,11621,3,session_zscore,train
1796,subj01,1797,33030,3,session_zscore,train
1797,subj01,1798,7961,3,session_zscore,train
1798,subj01,1799,53337,3,session_zscore,train
1799,subj01,1800,50645,3,session_zscore,train
1800,subj01,1801,72002,3,session_zscore,train
1801,subj01,1802,50488,3,session_zscore,train
1802,subj01,1803,61790,3,session_zscore,train
1803,subj01,1804,8857,3,session_zscore,train
1804,subj01,1805,29456,3,session_zscore,train
1805,subj01,1806,30234,3,session_zscore,train
1806,subj01,1807,44992,3,session_zscore,train
1807,subj01,1808,37833,3,session_zscore,train
1808,subj01,1809,29019,3,session_zscore,train
1809,subj01,1810,70435,3,session_zscore,train
1810,subj01,1811,13171,3,session_zscore,validation
1811,subj01,1812,39768,3,session_zscore,train
1812,subj01,1813,68304,3,session_zscore,train
1813,subj01,1814,66424,3,session_zscore,train
1814,subj01,1815,22641,3,session_zscore,train
1815,subj01,1816,11121,3,session_zscore,train
1816,subj01,1817,57627,3,session_zscore,validation
1817,subj01,1818,6161,3,session_zscore,validation
1818,subj01,1819,47123,3,session_zscore,train
1819,subj01,1820,20179,3,session_zscore,train
1820,subj01,1821,56503,3,session_zscore,train
1821,subj01,1822,72220,3,session_zscore,train
1822,subj01,1823,58592,3,session_zscore,train
1823,subj01,1824,22669,3,session_zscore,train
1824,subj01,1825,50738,3,session_zscore,validation
1825,subj01,1826,56273,3,session_zscore,train
1826,subj01,1827,10451,3,session_zscore,train
1827,subj01,1828,67721,3,session_zscore,train
1828,subj01,1829,15380,3,session_zscore,train
1829,subj01,1830,26905,3,session_zscore,train
1830,subj01,1831,2889,3,session_zscore,train
1831,subj01,1832,990,3,session_zscore,train
1832,subj01,1833,57703,3,session_zscore,train
1833,subj01,1834,54184,3,session_zscore,train
1834,subj01,1835,14107,3,session_zscore,train
1835,subj01,1836,28171,3,session_zscore,train
1836,subj01,1837,72912,3,session_zscore,train
1837,subj01,1838,69561,3,session_zscore,train
1838,subj01,1839,45683,3,session_zscore,train
1839,subj01,1840,43079,3,session_zscore,train
1840,subj01,1841,11993,3,session_zscore,train
1841,subj01,1842,41053,3,session_zscore,train
1842,subj01,1843,54212,3,session_zscore,train
1843,subj01,1844,1915,3,session_zscore,train
1844,subj01,1845,16831,3,session_zscore,train
1845,subj01,1846,27132,3,session_zscore,train
1846,subj01,1847,45726,3,session_zscore,train
1847,subj01,1848,31024,3,session_zscore,train
1848,subj01,1849,43627,3,session_zscore,train
1849,subj01,1850,7448,3,session_zscore,train
1850,subj01,1851,51938,3,session_zscore,validation
1851,subj01,1852,61218,3,session_zscore,train
1852,subj01,1853,3889,3,session_zscore,train
1853,subj01,1854,58183,3,session_zscore,train
1854,subj01,1855,31570,3,session_zscore,train
1855,subj01,1856,11552,3,session_zscore,train
1856,subj01,1857,62048,3,session_zscore,train
1857,subj01,1858,2348,3,session_zscore,train
1858,subj01,1859,9453,3,session_zscore,train
1859,subj01,1860,49604,3,session_zscore,train
1860,subj01,1861,56064,3,session_zscore,train
1861,subj01,1862,26000,3,session_zscore,train
1862,subj01,1863,23446,3,session_zscore,train
1863,subj01,1864,9106,3,session_zscore,train
1864,subj01,1865,55546,3,session_zscore,train
1865,subj01,1866,35804,3,session_zscore,train
1866,subj01,1867,70793,3,session_zscore,train
1867,subj01,1868,68403,3,session_zscore,train
1868,subj01,1869,2229,3,session_zscore,train
1869,subj01,1870,59256,3,session_zscore,train
1870,subj01,1871,64030,3,session_zscore,train
1871,subj01,1872,48575,3,session_zscore,train
1872,subj01,1873,39017,3,session_zscore,train
1873,subj01,1874,60548,3,session_zscore,train
1874,subj01,1875,19640,3,session_zscore,train
1875,subj01,1876,31223,3,session_zscore,train
1876,subj01,1877,61306,3,session_zscore,train
1877,subj01,1878,64054,3,session_zscore,train
1878,subj01,1879,40102,3,session_zscore,train
1879,subj01,1880,3331,3,session_zscore,train
1880,subj01,1881,6027,3,session_zscore,train
1881,subj01,1882,46098,3,session_zscore,train
1882,subj01,1883,42025,3,session_zscore,validation
1883,subj01,1884,29853,3,session_zscore,train
1884,subj01,1885,40718,3,session_zscore,train
1885,subj01,1886,24727,3,session_zscore,train
1886,subj01,1887,66346,3,session_zscore,train
1887,subj01,1888,34862,3,session_zscore,train
1888,subj01,1889,31866,3,session_zscore,train
1889,subj01,1890,37256,3,session_zscore,train
1890,subj01,1891,45462,3,session_zscore,train
1891,subj01,1892,17442,3,session_zscore,train
1892,subj01,1893,1048,3,session_zscore,train
1893,subj01,1894,69760,3,session_zscore,train
1894,subj01,1895,43059,3,session_zscore,train
1895,subj01,1896,71762,3,session_zscore,validation
1896,subj01,1897,24951,3,session_zscore,train
1897,subj01,1898,11655,3,session_zscore,validation
1898,subj01,1899,71262,3,session_zscore,train
1899,subj01,1900,17913,3,session_zscore,train
1900,subj01,1901,69029,3,session_zscore,train
1901,subj01,1902,55485,3,session_zscore,train
1902,subj01,1903,71743,3,session_zscore,train
1903,subj01,1904,41056,3,session_zscore,train
1904,subj01,1905,38307,3,session_zscore,train
1905,subj01,1906,20549,3,session_zscore,train
1906,subj01,1907,4068,3,session_zscore,validation
1907,subj01,1908,47745,3,session_zscore,train
1908,subj01,1909,48641,3,session_zscore,train
1909,subj01,1910,25048,3,session_zscore,train
1910,subj01,1911,8276,3,session_zscore,train
1911,subj01,1912,42047,3,session_zscore,train
1912,subj01,1913,19624,3,session_zscore,train
1913,subj01,1914,49316,3,session_zscore,train
1914,subj01,1915,37536,3,session_zscore,train
1915,subj01,1916,46994,3,session_zscore,train
1916,subj01,1917,33285,3,session_zscore,train
1917,subj01,1918,62952,3,session_zscore,train
1918,subj01,1919,23321,3,session_zscore,train
1919,subj01,1920,5741,3,session_zscore,train
1920,subj01,1921,71511,3,session_zscore,train
1921,subj01,1922,10465,3,session_zscore,train
1922,subj01,1923,64458,3,session_zscore,train
1923,subj01,1924,52070,3,session_zscore,train
1924,subj01,1925,3220,3,session_zscore,train
1925,subj01,1926,54055,3,session_zscore,validation
1926,subj01,1927,11847,3,session_zscore,train
1927,subj01,1928,9113,3,session_zscore,validation
1928,subj01,1929,46670,3,session_zscore,train
1929,subj01,1930,1516,3,session_zscore,train
1930,subj01,1931,64851,3,session_zscore,train
1931,subj01,1932,71709,3,session_zscore,train
1932,subj01,1933,68474,3,session_zscore,train
1933,subj01,1934,52510,3,session_zscore,train
1934,subj01,1935,73000,3,session_zscore,train
1935,subj01,1936,70276,3,session_zscore,train
1936,subj01,1937,3696,3,session_zscore,train
1937,subj01,1938,53509,3,session_zscore,train
1938,subj01,1939,22925,3,session_zscore,train
1939,subj01,1940,55725,3,session_zscore,train
1940,subj01,1941,4169,3,session_zscore,train
1941,subj01,1942,39646,3,session_zscore,train
1942,subj01,1943,24894,3,session_zscore,train
1943,subj01,1944,42007,3,session_zscore,train
1944,subj01,1945,38321,3,session_zscore,train
1945,subj01,1946,41378,3,session_zscore,validation
1946,subj01,1947,63621,3,session_zscore,train
1947,subj01,1948,36842,3,session_zscore,train
1948,subj01,1949,72734,3,session_zscore,validation
1949,subj01,1950,2806,3,session_zscore,train
1950,subj01,1951,61844,3,session_zscore,validation
1951,subj01,1952,47266,3,session_zscore,train
1952,subj01,1953,67074,3,session_zscore,train
1953,subj01,1954,26138,3,session_zscore,train
1954,subj01,1955,4201,3,session_zscore,train
1955,subj01,1956,45672,3,session_zscore,train
1956,subj01,1957,34919,3,session_zscore,train
1957,subj01,1958,59330,3,session_zscore,train
1958,subj01,1959,13919,3,session_zscore,train
1959,subj01,1960,71271,3,session_zscore,train
1960,subj01,1961,55237,3,session_zscore,train
1961,subj01,1962,61357,3,session_zscore,train
1962,subj01,1963,14348,3,session_zscore,train
1963,subj01,1964,59471,3,session_zscore,train
1964,subj01,1965,51591,3,session_zscore,train
1965,subj01,1966,67714,3,session_zscore,train
1966,subj01,1967,38235,3,session_zscore,train
1967,subj01,1968,43935,3,session_zscore,validation
1968,subj01,1969,9496,3,session_zscore,train
1969,subj01,1970,43888,3,session_zscore,train
1970,subj01,1971,19849,3,session_zscore,train
1971,subj01,1972,23230,3,session_zscore,train
1972,subj01,1973,18434,3,session_zscore,train
1973,subj01,1974,18469,3,session_zscore,train
1974,subj01,1975,49976,3,session_zscore,train
1975,subj01,1976,54906,3,session_zscore,train
1976,subj01,1977,34157,3,session_zscore,train
1977,subj01,1978,60658,3,session_zscore,train
1978,subj01,1979,64897,3,session_zscore,validation
1979,subj01,1980,67600,3,session_zscore,train
1980,subj01,1981,32375,3,session_zscore,train
1981,subj01,1982,51167,3,session_zscore,train
1982,subj01,1983,32366,3,session_zscore,train
1983,subj01,1984,33204,3,session_zscore,train
1984,subj01,1985,31617,3,session_zscore,train
1985,subj01,1986,485,3,session_zscore,train
1986,subj01,1987,20768,3,session_zscore,train
1987,subj01,1988,23312,3,session_zscore,validation
1988,subj01,1989,17117,3,session_zscore,train
1989,subj01,1990,44127,3,session_zscore,train
1990,subj01,1991,7400,3,session_zscore,train
1991,subj01,1992,56175,3,session_zscore,train
1992,subj01,1993,69895,3,session_zscore,train
1993,subj01,1994,40190,3,session_zscore,train
1994,subj01,1995,66377,3,session_zscore,train
1995,subj01,1996,9713,3,session_zscore,train
1996,subj01,1997,63510,3,session_zscore,train
1997,subj01,1998,32954,3,session_zscore,train
1998,subj01,1999,4247,3,session_zscore,train
1999,subj01,2000,11725,3,session_zscore,train
2000,subj01,2001,37336,3,session_zscore,train
2001,subj01,2002,56870,3,session_zscore,train
2002,subj01,2003,17971,3,session_zscore,train
2003,subj01,2004,16458,3,session_zscore,train
2004,subj01,2005,71936,3,session_zscore,train
2005,subj01,2006,2338,3,session_zscore,train
2006,subj01,2007,14077,3,session_zscore,train
2007,subj01,2008,46799,3,session_zscore,validation
2008,subj01,2009,54560,3,session_zscore,train
2009,subj01,2010,53797,3,session_zscore,train
2010,subj01,2011,16177,3,session_zscore,train
2011,subj01,2012,4440,3,session_zscore,train
2012,subj01,2013,48234,3,session_zscore,train
2013,subj01,2014,19573,3,session_zscore,train
2014,subj01,2015,52354,3,session_zscore,train
2015,subj01,2016,59352,3,session_zscore,train
2016,subj01,2017,6660,3,session_zscore,train
2017,subj01,2018,15385,3,session_zscore,validation
2018,subj01,2019,43525,3,session_zscore,train
2019,subj01,2020,50659,3,session_zscore,train
2020,subj01,2021,68446,3,session_zscore,train
2021,subj01,2022,2416,3,session_zscore,train
2022,subj01,2023,42185,3,session_zscore,train
2023,subj01,2024,60633,3,session_zscore,train
2024,subj01,2025,36376,3,session_zscore,train
2025,subj01,2026,43148,3,session_zscore,train
2026,subj01,2027,22349,3,session_zscore,train
2027,subj01,2028,50003,3,session_zscore,train
2028,subj01,2029,11937,3,session_zscore,train
2029,subj01,2030,16444,3,session_zscore,train
2030,subj01,2031,2963,3,session_zscore,train
2031,subj01,2032,5919,3,session_zscore,train
2032,subj01,2033,63732,3,session_zscore,train
2033,subj01,2034,22356,3,session_zscore,train
2034,subj01,2035,71072,3,session_zscore,train
2035,subj01,2036,25430,3,session_zscore,train
2036,subj01,2037,50516,3,session_zscore,train
2037,subj01,2038,32140,3,session_zscore,train
2038,subj01,2039,6376,3,session_zscore,train
2039,subj01,2040,44256,3,session_zscore,train
2040,subj01,2041,9943,3,session_zscore,train
2041,subj01,2042,69568,3,session_zscore,train
2042,subj01,2043,59755,3,session_zscore,train
2043,subj01,2044,21982,3,session_zscore,train
2044,subj01,2045,34803,3,session_zscore,train
2045,subj01,2046,25652,3,session_zscore,train
2046,subj01,2047,45378,3,session_zscore,train
2047,subj01,2048,43180,3,session_zscore,validation
2048,subj01,2049,18319,3,session_zscore,train
2049,subj01,2050,41082,3,session_zscore,train
2050,subj01,2051,64465,3,session_zscore,train
2051,subj01,2052,61838,3,session_zscore,train
2052,subj01,2053,17756,3,session_zscore,validation
2053,subj01,2054,11538,3,session_zscore,train
2054,subj01,2055,21376,3,session_zscore,train
2055,subj01,2056,34812,3,session_zscore,train
2056,subj01,2057,39767,3,session_zscore,train
2057,subj01,2058,44870,3,session_zscore,train
2058,subj01,2059,72,3,session_zscore,train
2059,subj01,2060,45867,3,session_zscore,validation
2060,subj01,2061,564,3,session_zscore,train
2061,subj01,2062,1474,3,session_zscore,train
2062,subj01,2063,1422,3,session_zscore,train
2063,subj01,2064,38635,3,session_zscore,train
2064,subj01,2065,24323,3,session_zscore,train
2065,subj01,2066,30252,3,session_zscore,train
2066,subj01,2067,47672,3,session_zscore,train
2067,subj01,2068,46993,3,session_zscore,train
2068,subj01,2069,8363,3,session_zscore,train
2069,subj01,2070,35873,3,session_zscore,train
2070,subj01,2071,49258,3,session_zscore,train
2071,subj01,2072,42833,3,session_zscore,train
2072,subj01,2073,58509,3,session_zscore,train
2073,subj01,2074,42548,3,session_zscore,train
2074,subj01,2075,66010,3,session_zscore,train
2075,subj01,2076,6188,3,session_zscore,train
2076,subj01,2077,49823,3,session_zscore,train
2077,subj01,2078,5351,3,session_zscore,train
2078,subj01,2079,62723,3,session_zscore,validation
2079,subj01,2080,36763,3,session_zscore,train
2080,subj01,2081,49418,3,session_zscore,train
2081,subj01,2082,69482,3,session_zscore,validation
2082,subj01,2083,30485,3,session_zscore,train
2083,subj01,2084,58047,3,session_zscore,validation
2084,subj01,2085,59465,3,session_zscore,train
2085,subj01,2086,62549,3,session_zscore,train
2086,subj01,2087,22893,3,session_zscore,train
2087,subj01,2088,43413,3,session_zscore,train
2088,subj01,2089,55977,3,session_zscore,train
2089,subj01,2090,71823,3,session_zscore,train
2090,subj01,2091,10020,3,session_zscore,train
2091,subj01,2092,11844,3,session_zscore,train
2092,subj01,2093,58818,3,session_zscore,train
2093,subj01,2094,17264,3,session_zscore,train
2094,subj01,2095,59166,3,session_zscore,validation
2095,subj01,2096,19080,3,session_zscore,train
2096,subj01,2097,31321,3,session_zscore,train
2097,subj01,2098,33638,3,session_zscore,train
2098,subj01,2099,27530,3,session_zscore,train
2099,subj01,2100,8281,3,session_zscore,train
2100,subj01,2101,50853,3,session_zscore,train
2101,subj01,2102,58449,3,session_zscore,train
2102,subj01,2103,25030,3,session_zscore,train
2103,subj01,2104,45501,3,session_zscore,train
2104,subj01,2105,64756,3,session_zscore,train
2105,subj01,2106,53043,3,session_zscore,train
2106,subj01,2107,25750,3,session_zscore,train
2107,subj01,2108,26420,3,session_zscore,train
2108,subj01,2109,55335,3,session_zscore,train
2109,subj01,2110,17947,3,session_zscore,validation
2110,subj01,2111,38316,3,session_zscore,train
2111,subj01,2112,57669,3,session_zscore,train
2112,subj01,2113,46525,3,session_zscore,train
2113,subj01,2114,17048,3,session_zscore,train
2114,subj01,2115,59282,3,session_zscore,train
2115,subj01,2116,72099,3,session_zscore,train
2116,subj01,2117,56902,3,session_zscore,train
2117,subj01,2118,25824,3,session_zscore,train
2118,subj01,2119,20172,3,session_zscore,train
2119,subj01,2120,29252,3,session_zscore,train
2120,subj01,2121,63816,3,session_zscore,train
2121,subj01,2122,2538,3,session_zscore,train
2122,subj01,2123,35459,3,session_zscore,train
2123,subj01,2124,23231,3,session_zscore,train
2124,subj01,2125,58476,3,session_zscore,train
2125,subj01,2126,24063,3,session_zscore,train
2126,subj01,2127,3267,3,session_zscore,train
2127,subj01,2128,15084,3,session_zscore,train
2128,subj01,2129,66316,3,session_zscore,train
2129,subj01,2130,8487,3,session_zscore,train
2130,subj01,2131,16728,3,session_zscore,train
2131,subj01,2132,31928,3,session_zscore,train
2132,subj01,2133,9479,3,session_zscore,train
2133,subj01,2134,28433,3,session_zscore,train
2134,subj01,2135,39491,3,session_zscore,train
2135,subj01,2136,68188,3,session_zscore,train
2136,subj01,2137,53387,3,session_zscore,train
2137,subj01,2138,8445,3,session_zscore,train
2138,subj01,2139,55796,3,session_zscore,train
2139,subj01,2140,27613,3,session_zscore,train
2140,subj01,2141,60055,3,session_zscore,train
2141,subj01,2142,31413,3,session_zscore,train
2142,subj01,2143,38728,3,session_zscore,train
2143,subj01,2144,68778,3,session_zscore,train
2144,subj01,2145,1739,3,session_zscore,train
2145,subj01,2146,54478,3,session_zscore,train
2146,subj01,2147,4724,3,session_zscore,train
2147,subj01,2148,30273,3,session_zscore,train
2148,subj01,2149,65520,3,session_zscore,train
2149,subj01,2150,61202,3,session_zscore,train
2150,subj01,2151,45936,3,session_zscore,train
2151,subj01,2152,68491,3,session_zscore,train
2152,subj01,2153,26021,3,session_zscore,train
2153,subj01,2154,15255,3,session_zscore,train
2154,subj01,2155,17477,3,session_zscore,train
2155,subj01,2156,10210,3,session_zscore,train
2156,subj01,2157,37047,3,session_zscore,train
2157,subj01,2158,69171,3,session_zscore,train
2158,subj01,2159,67143,3,session_zscore,train
2159,subj01,2160,68730,3,session_zscore,train
2160,subj01,2161,27811,3,session_zscore,train
2161,subj01,2162,6322,3,session_zscore,train
2162,subj01,2163,56522,3,session_zscore,train
2163,subj01,2164,68306,3,session_zscore,train
2164,subj01,2165,12185,3,session_zscore,train
2165,subj01,2166,70938,3,session_zscore,train
2166,subj01,2167,40891,3,session_zscore,train
2167,subj01,2168,39822,3,session_zscore,validation
2168,subj01,2169,51313,3,session_zscore,train
2169,subj01,2170,38403,3,session_zscore,train
2170,subj01,2171,55840,3,session_zscore,train
2171,subj01,2172,66481,3,session_zscore,train
2172,subj01,2173,6068,3,session_zscore,train
2173,subj01,2174,53786,3,session_zscore,train
2174,subj01,2175,50843,3,session_zscore,train
2175,subj01,2176,24949,3,session_zscore,validation
2176,subj01,2177,57558,3,session_zscore,train
2177,subj01,2178,46363,3,session_zscore,train
2178,subj01,2179,51022,3,session_zscore,train
2179,subj01,2180,4357,3,session_zscore,train
2180,subj01,2181,18339,3,session_zscore,validation
2181,subj01,2182,41398,3,session_zscore,train
2182,subj01,2183,60781,3,session_zscore,validation
2183,subj01,2184,47662,3,session_zscore,train
2184,subj01,2185,33414,3,session_zscore,train
2185,subj01,2186,46134,3,session_zscore,train
2186,subj01,2187,53038,3,session_zscore,train
2187,subj01,2188,41936,3,session_zscore,train
2188,subj01,2189,12086,3,session_zscore,train
2189,subj01,2190,24434,3,session_zscore,train
2190,subj01,2191,19249,3,session_zscore,train
2191,subj01,2192,52697,3,session_zscore,train
2192,subj01,2193,62278,3,session_zscore,train
2193,subj01,2194,44302,3,session_zscore,train
2194,subj01,2195,15065,3,session_zscore,train
2195,subj01,2196,52652,3,session_zscore,train
2196,subj01,2197,51068,3,session_zscore,train
2197,subj01,2198,328,3,session_zscore,train
2198,subj01,2199,41529,3,session_zscore,train
2199,subj01,2200,69393,3,session_zscore,train
2200,subj01,2201,40293,3,session_zscore,train
2201,subj01,2202,17605,3,session_zscore,train
2202,subj01,2203,18493,3,session_zscore,train
2203,subj01,2204,42195,3,session_zscore,train
2204,subj01,2205,40016,3,session_zscore,train
2205,subj01,2206,64330,3,session_zscore,validation
2206,subj01,2207,54697,3,session_zscore,train
2207,subj01,2208,38021,3,session_zscore,train
2208,subj01,2209,56163,3,session_zscore,train
2209,subj01,2210,39026,3,session_zscore,train
2210,subj01,2211,58495,3,session_zscore,train
2211,subj01,2212,718,3,session_zscore,train
2212,subj01,2213,33409,3,session_zscore,train
2213,subj01,2214,759,3,session_zscore,train
2214,subj01,2215,32195,3,session_zscore,validation
2215,subj01,2216,29879,3,session_zscore,train
2216,subj01,2217,52516,3,session_zscore,train
2217,subj01,2218,4562,3,session_zscore,train
2218,subj01,2219,62836,3,session_zscore,validation
2219,subj01,2220,11104,3,session_zscore,train
2220,subj01,2221,32840,3,session_zscore,train
2221,subj01,2222,59730,3,session_zscore,train
2222,subj01,2223,49509,3,session_zscore,train
2223,subj01,2224,61845,3,session_zscore,train
2224,subj01,2225,35177,3,session_zscore,train
2225,subj01,2226,51748,3,session_zscore,train
2226,subj01,2227,72621,3,session_zscore,train
2227,subj01,2228,25836,3,session_zscore,train
2228,subj01,2229,11478,3,session_zscore,train
2229,subj01,2230,6442,3,session_zscore,train
2230,subj01,2231,27295,3,session_zscore,train
2231,subj01,2232,21642,3,session_zscore,train
2232,subj01,2233,56615,3,session_zscore,train
2233,subj01,2234,25177,3,session_zscore,train
2234,subj01,2235,72399,3,session_zscore,train
2235,subj01,2236,56144,3,session_zscore,train
2236,subj01,2237,34932,3,session_zscore,validation
2237,subj01,2238,67736,3,session_zscore,train
2238,subj01,2239,7609,3,session_zscore,train
2239,subj01,2240,46108,3,session_zscore,train
2240,subj01,2241,31281,3,session_zscore,train
2241,subj01,2242,35386,3,session_zscore,train
2242,subj01,2243,71572,3,session_zscore,train
2243,subj01,2244,70138,3,session_zscore,train
2244,subj01,2245,16894,3,session_zscore,train
2245,subj01,2246,65006,3,session_zscore,train
2246,subj01,2247,24039,3,session_zscore,train
2247,subj01,2248,66519,3,session_zscore,train
2248,subj01,2249,56114,3,session_zscore,train
2249,subj01,2250,28810,3,session_zscore,train
2250,subj01,2251,36001,3,session_zscore,train
2251,subj01,2252,58817,3,session_zscore,train
2252,subj01,2253,33175,3,session_zscore,train
2253,subj01,2254,31083,3,session_zscore,train
2254,subj01,2255,16499,3,session_zscore,train
2255,subj01,2256,68144,3,session_zscore,train
2256,subj01,2257,66698,3,session_zscore,train
2257,subj01,2258,47667,3,session_zscore,train
2258,subj01,2259,60986,3,session_zscore,validation
2259,subj01,2260,72626,3,session_zscore,validation
2260,subj01,2261,24791,3,session_zscore,train
2261,subj01,2262,11657,3,session_zscore,train
2262,subj01,2263,66833,3,session_zscore,train
2263,subj01,2264,2796,3,session_zscore,train
2264,subj01,2265,12104,3,session_zscore,train
2265,subj01,2266,65998,3,session_zscore,train
2266,subj01,2267,4065,3,session_zscore,train
2267,subj01,2268,34052,3,session_zscore,train
2268,subj01,2269,55120,3,session_zscore,train
2269,subj01,2270,43198,3,session_zscore,train
2270,subj01,2271,25537,3,session_zscore,train
2271,subj01,2272,17216,3,session_zscore,train
2272,subj01,2273,44266,3,session_zscore,train
2273,subj01,2274,51339,3,session_zscore,train
2274,subj01,2275,45960,3,session_zscore,train
2275,subj01,2276,19235,3,session_zscore,train
2276,subj01,2277,67077,3,session_zscore,train
2277,subj01,2278,63020,3,session_zscore,train
2278,subj01,2279,44689,3,session_zscore,train
