voxel,x,y,z,visual_cortex,early_visual,higher_visual,V1,V2,V3,V4
1391,21,21,45,True,False,True,False,False,False,False
1392,21,21,46,True,False,True,False,False,False,False
1393,21,21,50,True,False,True,False,False,False,False
1394,21,21,51,True,False,True,False,False,False,False
1395,21,21,52,True,False,True,False,False,False,False
1396,21,22,30,True,False,True,False,False,False,False
1397,21,22,31,True,False,True,False,False,False,False
1398,21,22,32,True,False,True,False,False,False,False
1399,21,22,33,True,False,True,False,False,False,False
1400,21,22,34,True,False,True,False,False,False,False
1401,21,22,38,True,False,True,False,False,False,False
1402,21,22,39,True,False,True,False,False,False,False
1403,21,22,40,True,False,True,False,False,False,False
1404,21,22,41,True,False,True,False,False,False,False
1405,21,22,42,True,False,True,False,False,False,False
1406,21,22,43,True,False,True,False,False,False,False
1407,21,22,45,True,False,True,False,False,False,False
1408,21,22,46,True,False,True,False,False,False,False
1409,21,23,30,True,False,True,False,False,False,False
1410,21,23,31,True,False,True,False,False,False,False
1411,21,23,32,True,False,True,False,False,False,False
1412,21,23,33,True,False,True,False,False,False,False
1413,21,23,34,True,False,True,False,False,False,False
1414,21,23,36,True,False,True,False,False,False,False
1415,21,23,37,True,False,True,False,False,False,False
1416,21,23,38,True,False,True,False,False,False,False
1417,21,23,39,True,False,True,False,False,False,False
1418,21,23,40,True,False,True,False,False,False,False
1419,21,23,41,True,False,True,False,False,False,False
1420,21,23,42,True,False,True,False,False,False,False
1421,21,23,43,True,False,True,False,False,False,False
1422,21,23,44,True,False,True,False,False,False,False
1423,21,23,45,True,False,True,False,False,False,False
1424,21,23,46,True,False,True,False,False,False,False
1425,21,24,29,True,False,True,False,False,False,False
1426,21,24,30,True,False,True,False,False,False,False
1427,21,24,31,True,False,True,False,False,False,False
1428,21,24,32,True,False,True,False,False,False,False
1429,21,24,33,True,False,True,False,False,False,False
1430,21,24,34,True,False,True,False,False,False,False
1431,21,24,36,True,False,True,False,False,False,False
1432,21,24,37,True,False,True,False,False,False,False
1433,21,24,38,True,False,True,False,False,False,False
1434,21,24,39,True,False,True,False,False,False,False
1435,21,24,40,True,False,True,False,False,False,False
1436,21,24,41,True,False,True,False,False,False,False
1437,21,24,42,True,False,True,False,False,False,False
1438,21,24,43,True,False,True,False,False,False,False
1439,21,24,44,True,False,True,False,False,False,False
1440,21,24,45,True,False,True,False,False,False,False
1441,21,25,29,True,False,True,False,False,False,False
1442,21,25,30,True,False,True,False,False,False,False
1443,21,25,31,True,False,True,False,False,False,False
1444,21,25,32,True,False,True,False,False,False,False
1445,21,25,33,True,False,True,False,False,False,False
1446,21,25,34,True,False,True,False,False,False,False
1447,21,25,36,True,False,True,False,False,False,False
1448,21,25,37,True,False,True,False,False,False,False
1449,21,25,39,True,False,True,False,False,False,False
1450,21,25,40,True,False,True,False,False,False,False
1451,21,25,43,True,False,True,False,False,False,False
1452,21,25,44,True,False,True,False,False,False,False
1453,21,26,29,True,False,True,False,False,False,False
1454,21,26,30,True,False,True,False,False,False,False
1455,21,26,32,True,False,True,False,False,False,False
1456,21,26,34,True,False,True,False,False,False,False
1457,21,26,36,True,False,True,False,False,False,False
1458,21,26,37,True,False,True,False,False,False,False
1459,21,26,39,True,False,True,False,False,False,False
1460,21,26,40,True,False,True,False,False,False,False
1461,21,26,43,True,False,True,False,False,False,False
1462,21,27,28,True,False,True,False,False,False,False
1463,21,27,29,True,False,True,False,False,False,False
1464,21,27,32,True,False,True,False,False,False,False
1465,21,27,33,True,False,True,False,False,False,False
1466,21,27,34,True,False,True,False,False,False,False
1467,21,27,35,True,False,True,False,False,False,False
1468,21,27,36,True,False,True,False,False,False,False
1469,21,27,37,True,False,True,False,False,False,False
1470,21,27,38,True,False,True,False,False,False,False
1471,21,27,39,True,False,True,False,False,False,False
1472,21,27,40,True,False,True,False,False,False,False
1473,21,28,28,True,False,True,False,False,False,False
1474,21,28,29,True,False,True,False,False,False,False
1475,21,28,30,True,False,True,False,False,False,False
1476,21,28,31,True,False,True,False,False,False,False
1477,21,28,33,True,False,True,False,False,False,False
1478,21,28,34,True,False,True,False,False,False,False
1479,21,28,35,True,False,True,False,False,False,False
1480,21,28,36,True,False,True,False,False,False,False
1481,21,28,37,True,False,True,False,False,False,False
1482,21,28,38,True,False,True,False,False,False,False
1483,21,28,39,True,False,True,False,False,False,False
1484,21,28,40,True,False,True,False,False,False,False
1485,21,29,28,True,False,True,False,False,False,False
1486,21,29,29,True,False,True,False,False,False,False
1487,21,29,30,True,False,True,False,False,False,False
1488,21,29,31,True,False,True,False,False,False,False
1489,21,29,32,True,False,True,False,False,False,False
1490,21,29,33,True,False,True,False,False,False,False
1491,21,29,34,True,False,True,False,False,False,False
1492,21,29,35,True,False,True,False,False,False,False
1493,21,29,36,True,False,True,False,False,False,False
1494,21,29,37,True,False,True,False,False,False,False
1495,21,29,38,True,False,True,False,False,False,False
1496,21,29,39,True,False,True,False,False,False,False
1497,21,30,28,True,False,True,False,False,False,False
1498,21,30,29,True,False,True,False,False,False,False
1499,21,30,30,True,False,True,False,False,False,False
1500,21,30,31,True,False,True,False,False,False,False
1501,21,30,32,True,False,True,False,False,False,False
1502,21,30,33,True,False,True,False,False,False,False
1503,21,30,34,True,False,True,False,False,False,False
1504,21,30,35,True,False,True,False,False,False,False
1505,21,30,36,True,False,True,False,False,False,False
1506,21,30,37,True,False,True,False,False,False,False
1507,21,30,38,True,False,True,False,False,False,False
1508,21,31,27,True,False,True,False,False,False,False
1509,21,31,28,True,False,True,False,False,False,False
1510,21,31,29,True,False,True,False,False,False,False
1511,21,31,30,True,False,True,False,False,False,False
1512,21,31,31,True,False,True,False,False,False,False
1513,21,31,32,True,False,True,False,False,False,False
1514,21,31,34,True,False,True,False,False,False,False
1515,21,31,35,True,False,True,False,False,False,False
1516,21,32,27,True,False,True,False,False,False,False
1517,21,32,28,True,False,True,False,False,False,False
1518,21,32,29,True,False,True,False,False,False,False
1519,21,32,30,True,False,True,False,False,False,False
1520,21,32,31,True,False,True,False,False,False,False
1521,21,32,32,True,False,True,False,False,False,False
1522,21,32,34,True,False,True,False,False,False,False
1523,21,32,35,True,False,True,False,False,False,False
1524,21,33,27,True,False,True,False,False,False,False
1525,21,33,28,True,False,True,False,False,False,False
1526,21,33,29,True,False,True,False,False,False,False
1527,21,33,30,True,False,True,False,False,False,False
1528,21,33,31,True,False,True,False,False,False,False
1529,21,33,32,True,False,True,False,False,False,False
1530,21,34,27,True,False,True,False,False,False,False
1531,21,34,28,True,False,True,False,False,False,False
1532,21,34,29,True,False,True,False,False,False,False
1533,21,34,30,True,False,True,False,False,False,False
1534,21,34,31,True,False,True,False,False,False,False
1535,21,34,32,True,False,True,False,False,False,False
1536,21,35,28,True,False,True,False,False,False,False
1537,21,35,29,True,False,True,False,False,False,False
1538,21,35,30,True,False,True,False,False,False,False
1539,21,35,31,True,False,True,False,False,False,False
1540,21,35,32,True,False,True,False,False,False,False
1541,21,36,31,True,False,True,False,False,False,False
1542,21,36,32,True,False,True,False,False,False,False
1543,21,37,32,True,False,True,False,False,False,False
1544,22,10,38,True,False,True,False,False,False,False
1545,22,10,39,True,False,True,False,False,False,False
1546,22,10,42,True,False,True,False,False,False,False
1547,22,10,43,True,False,True,False,False,False,False
1548,22,10,44,True,False,True,False,False,False,False
1549,22,11,34,True,True,False,False,False,False,True
1550,22,11,35,True,True,False,False,False,False,True
1551,22,11,37,True,False,True,False,False,False,False
1552,22,11,38,True,False,True,False,False,False,False
1553,22,11,39,True,False,True,False,False,False,False
1554,22,11,40,True,False,True,False,False,False,False
1555,22,11,42,True,False,True,False,False,False,False
1556,22,11,43,True,False,True,False,False,False,False
1557,22,11,44,True,False,True,False,False,False,False
1558,22,11,45,True,False,True,False,False,False,False
1559,22,11,46,True,False,True,False,False,False,False
1560,22,11,47,True,False,True,False,False,False,False
1561,22,11,48,True,False,True,False,False,False,False
1562,22,12,33,True,True,False,False,False,False,True
1563,22,12,34,True,False,True,False,False,False,False
1564,22,12,35,True,False,True,False,False,False,False
1565,22,12,36,True,False,True,False,False,False,False
1566,22,12,37,True,False,True,False,False,False,False
1567,22,12,39,True,False,True,False,False,False,False
1568,22,12,40,True,False,True,False,False,False,False
1569,22,12,42,True,False,True,False,False,False,False
1570,22,12,43,True,False,True,False,False,False,False
1571,22,12,44,True,False,True,False,False,False,False
1572,22,12,45,True,False,True,False,False,False,False
1573,22,12,46,True,False,True,False,False,False,False
1574,22,12,47,True,False,True,False,False,False,False
1575,22,12,48,True,False,True,False,False,False,False
1576,22,12,50,True,False,True,False,False,False,False
1577,22,12,51,True,False,True,False,False,False,False
1578,22,12,52,True,False,True,False,False,False,False
1579,22,13,33,True,False,True,False,False,False,False
1580,22,13,34,True,False,True,False,False,False,False
1581,22,13,35,True,False,True,False,False,False,False
1582,22,13,36,True,False,True,False,False,False,False
1583,22,13,37,True,False,True,False,False,False,False
1584,22,13,39,True,False,True,False,False,False,False
1585,22,13,40,True,False,True,False,False,False,False
1586,22,13,41,True,False,True,False,False,False,False
1587,22,13,42,True,False,True,False,False,False,False
1588,22,13,43,True,False,True,False,False,False,False
1589,22,13,44,True,False,True,False,False,False,False
1590,22,13,47,True,False,True,False,False,False,False
1591,22,13,48,True,False,True,False,False,False,False
1592,22,13,49,True,False,True,False,False,False,False
1593,22,13,50,True,False,True,False,False,False,False
1594,22,13,51,True,False,True,False,False,False,False
1595,22,13,52,True,False,True,False,False,False,False
1596,22,13,53,True,False,True,False,False,False,False
1597,22,14,31,True,False,True,False,False,False,False
1598,22,14,32,True,False,True,False,False,False,False
1599,22,14,33,True,False,True,False,False,False,False
1600,22,14,34,True,False,True,False,False,False,False
1601,22,14,36,True,False,True,False,False,False,False
1602,22,14,37,True,False,True,False,False,False,False
1603,22,14,39,True,False,True,False,False,False,False
1604,22,14,40,True,False,True,False,False,False,False
1605,22,14,41,True,False,True,False,False,False,False
1606,22,14,42,True,False,True,False,False,False,False
1607,22,14,43,True,False,True,False,False,False,False
1608,22,14,44,True,False,True,False,False,False,False
1609,22,14,47,True,False,True,False,False,False,False
1610,22,14,48,True,False,True,False,False,False,False
1611,22,14,49,True,False,True,False,False,False,False
1612,22,14,50,True,False,True,False,False,False,False
1613,22,14,51,True,False,True,False,False,False,False
1614,22,14,52,True,False,True,False,False,False,False
1615,22,15,30,True,False,True,False,False,False,False
1616,22,15,31,True,False,True,False,False,False,False
1617,22,15,32,True,False,True,False,False,False,False
1618,22,15,33,True,False,True,False,False,False,False
1619,22,15,34,True,False,True,False,False,False,False
1620,22,15,35,True,False,True,False,False,False,False
1621,22,15,42,True,False,True,False,False,False,False
1622,22,15,43,True,False,True,False,False,False,False
1623,22,15,44,True,False,True,False,False,False,False
1624,22,15,46,True,False,True,False,False,False,False
1625,22,15,47,True,False,True,False,False,False,False
1626,22,15,49,True,False,True,False,False,False,False
1627,22,15,50,True,False,True,False,False,False,False
1628,22,15,51,True,False,True,False,False,False,False
1629,22,16,31,True,False,True,False,False,False,False
1630,22,16,32,True,False,True,False,False,False,False
1631,22,16,33,True,False,True,False,False,False,False
1632,22,16,34,True,False,True,False,False,False,False
1633,22,16,35,True,False,True,False,False,False,False
1634,22,16,36,True,False,True,False,False,False,False
1635,22,16,39,True,False,True,False,False,False,False
1636,22,16,40,True,False,True,False,False,False,False
1637,22,16,42,True,False,True,False,False,False,False
1638,22,16,43,True,False,True,False,False,False,False
1639,22,16,44,True,False,True,False,False,False,False
1640,22,16,46,True,False,True,False,False,False,False
1641,22,16,47,True,False,True,False,False,False,False
1642,22,16,48,True,False,True,False,False,False,False
1643,22,16,49,True,False,True,False,False,False,False
1644,22,16,50,True,False,True,False,False,False,False
1645,22,16,51,True,False,True,False,False,False,False
1646,22,16,52,True,False,True,False,False,False,False
1647,22,17,32,True,False,True,False,False,False,False
1648,22,17,35,True,False,True,False,False,False,False
1649,22,17,36,True,False,True,False,False,False,False
1650,22,17,39,True,False,True,False,False,False,False
1651,22,17,40,True,False,True,False,False,False,False
1652,22,17,41,True,False,True,False,False,False,False
1653,22,17,43,True,False,True,False,False,False,False
1654,22,17,44,True,False,True,False,False,False,False
1655,22,17,46,True,False,True,False,False,False,False
1656,22,17,47,True,False,True,False,False,False,False
1657,22,17,48,True,False,True,False,False,False,False
1658,22,17,49,True,False,True,False,False,False,False
1659,22,17,50,True,False,True,False,False,False,False
1660,22,17,51,True,False,True,False,False,False,False
1661,22,17,52,True,False,True,False,False,False,False
1662,22,18,31,True,False,True,False,False,False,False
1663,22,18,32,True,False,True,False,False,False,False
1664,22,18,33,True,False,True,False,False,False,False
1665,22,18,34,True,False,True,False,False,False,False
1666,22,18,35,True,False,True,False,False,False,False
1667,22,18,36,True,False,True,False,False,False,False
1668,22,18,39,True,False,True,False,False,False,False
1669,22,18,40,True,False,True,False,False,False,False
1670,22,18,41,True,False,True,False,False,False,False
1671,22,18,42,True,False,True,False,False,False,False
1672,22,18,46,True,False,True,False,False,False,False
1673,22,18,47,True,False,True,False,False,False,False
1674,22,18,48,True,False,True,False,False,False,False
1675,22,18,49,True,False,True,False,False,False,False
1676,22,18,50,True,False,True,False,False,False,False
1677,22,18,51,True,False,True,False,False,False,False
1678,22,18,52,True,False,True,False,False,False,False
1679,22,19,31,True,False,True,False,False,False,False
1680,22,19,32,True,False,True,False,False,False,False
1681,22,19,33,True,False,True,False,False,False,False
1682,22,19,34,True,False,True,False,False,False,False
1683,22,19,35,True,False,True,False,False,False,False
1684,22,19,36,True,False,True,False,False,False,False
1685,22,19,39,True,False,True,False,False,False,False
1686,22,19,40,True,False,True,False,False,False,False
1687,22,19,41,True,False,True,False,False,False,False
1688,22,19,42,True,False,True,False,False,False,False
1689,22,19,47,True,False,True,False,False,False,False
1690,22,19,48,True,False,True,False,False,False,False
1691,22,19,50,True,False,True,False,False,False,False
1692,22,19,51,True,False,True,False,False,False,False
1693,22,19,52,True,False,True,False,False,False,False
1694,22,20,31,True,False,True,False,False,False,False
1695,22,20,32,True,False,True,False,False,False,False
1696,22,20,34,True,False,True,False,False,False,False
1697,22,20,35,True,False,True,False,False,False,False
1698,22,20,36,True,False,True,False,False,False,False
1699,22,20,37,True,False,True,False,False,False,False
1700,22,20,39,True,False,True,False,False,False,False
1701,22,20,40,True,False,True,False,False,False,False
1702,22,20,41,True,False,True,False,False,False,False
1703,22,20,42,True,False,True,False,False,False,False
1704,22,20,43,True,False,True,False,False,False,False
1705,22,20,51,True,False,True,False,False,False,False
1706,22,20,52,True,False,True,False,False,False,False
1707,22,21,31,True,False,True,False,False,False,False
1708,22,21,32,True,False,True,False,False,False,False
1709,22,21,33,True,False,True,False,False,False,False
1710,22,21,35,True,False,True,False,False,False,False
1711,22,21,36,True,False,True,False,False,False,False
1712,22,21,38,True,False,True,False,False,False,False
1713,22,21,39,True,False,True,False,False,False,False
1714,22,21,40,True,False,True,False,False,False,False
1715,22,21,41,True,False,True,False,False,False,False
1716,22,21,43,True,False,True,False,False,False,False
1717,22,21,44,True,False,True,False,False,False,False
1718,22,21,45,True,False,True,False,False,False,False
1719,22,21,46,True,False,True,False,False,False,False
1720,22,22,30,True,False,True,False,False,False,False
1721,22,22,31,True,False,True,False,False,False,False
1722,22,22,32,True,False,True,False,False,False,False
1723,22,22,33,True,False,True,False,False,False,False
1724,22,22,34,True,False,True,False,False,False,False
1725,22,22,38,True,False,True,False,False,False,False
1726,22,22,39,True,False,True,False,False,False,False
1727,22,22,40,True,False,True,False,False,False,False
1728,22,22,41,True,False,True,False,False,False,False
1729,22,22,44,True,False,True,False,False,False,False
1730,22,22,45,True,False,True,False,False,False,False
1731,22,22,46,True,False,True,False,False,False,False
1732,22,23,30,True,False,True,False,False,False,False
1733,22,23,31,True,False,True,False,False,False,False
1734,22,23,32,True,False,True,False,False,False,False
1735,22,23,33,True,False,True,False,False,False,False
1736,22,23,34,True,False,True,False,False,False,False
1737,22,23,37,True,False,True,False,False,False,False
1738,22,23,38,True,False,True,False,False,False,False
1739,22,23,39,True,False,True,False,False,False,False
1740,22,23,40,True,False,True,False,False,False,False
1741,22,23,41,True,False,True,False,False,False,False
1742,22,23,42,True,False,True,False,False,False,False
1743,22,23,43,True,False,True,False,False,False,False
1744,22,23,45,True,False,True,False,False,False,False
1745,22,23,46,True,False,True,False,False,False,False
1746,22,24,29,True,False,True,False,False,False,False
1747,22,24,30,True,False,True,False,False,False,False
1748,22,24,32,True,False,True,False,False,False,False
1749,22,24,33,True,False,True,False,False,False,False
1750,22,24,34,True,False,True,False,False,False,False
1751,22,24,36,True,False,True,False,False,False,False
1752,22,24,37,True,False,True,False,False,False,False
1753,22,24,38,True,False,True,False,False,False,False
1754,22,24,39,True,False,True,False,False,False,False
1755,22,24,40,True,False,True,False,False,False,False
1756,22,24,41,True,False,True,False,False,False,False
1757,22,24,42,True,False,True,False,False,False,False
1758,22,24,43,True,False,True,False,False,False,False
1759,22,24,44,True,False,True,False,False,False,False
1760,22,24,45,True,False,True,False,False,False,False
1761,22,25,29,True,False,True,False,False,False,False
1762,22,25,30,True,False,True,False,False,False,False
1763,22,25,32,True,False,True,False,False,False,False
1764,22,25,33,True,False,True,False,False,False,False
1765,22,25,34,True,False,True,False,False,False,False
1766,22,25,36,True,False,True,False,False,False,False
1767,22,25,37,True,False,True,False,False,False,False
1768,22,25,38,True,False,True,False,False,False,False
1769,22,25,39,True,False,True,False,False,False,False
1770,22,25,40,True,False,True,False,False,False,False
1771,22,25,41,True,False,True,False,False,False,False
1772,22,25,43,True,False,True,False,False,False,False
1773,22,25,44,True,False,True,False,False,False,False
1774,22,26,29,True,False,True,False,False,False,False
1775,22,26,30,True,False,True,False,False,False,False
1776,22,26,32,True,False,True,False,False,False,False
1777,22,26,33,True,False,True,False,False,False,False
1778,22,26,34,True,False,True,False,False,False,False
1779,22,26,37,True,False,True,False,False,False,False
1780,22,26,38,True,False,True,False,False,False,False
1781,22,26,39,True,False,True,False,False,False,False
1782,22,26,40,True,False,True,False,False,False,False
1783,22,27,29,True,False,True,False,False,False,False
1784,22,27,30,True,False,True,False,False,False,False
1785,22,27,32,True,False,True,False,False,False,False
1786,22,27,33,True,False,True,False,False,False,False
1787,22,27,34,True,False,True,False,False,False,False
1788,22,27,35,True,False,True,False,False,False,False
1789,22,27,37,True,False,True,False,False,False,False
1790,22,27,38,True,False,True,False,False,False,False
1791,22,27,39,True,False,True,False,False,False,False
1792,22,27,40,True,False,True,False,False,False,False
1793,22,28,28,True,False,True,False,False,False,False
1794,22,28,29,True,False,True,False,False,False,False
1795,22,28,33,True,False,True,False,False,False,False
1796,22,28,34,True,False,True,False,False,False,False
1797,22,28,35,True,False,True,False,False,False,False
1798,22,28,36,True,False,True,False,False,False,False
1799,22,28,37,True,False,True,False,False,False,False
1800,22,28,38,True,False,True,False,False,False,False
1801,22,28,39,True,False,True,False,False,False,False
1802,22,28,40,True,False,True,False,False,False,False
1803,22,29,28,True,False,True,False,False,False,False
1804,22,29,29,True,False,True,False,False,False,False
1805,22,29,31,True,False,True,False,False,False,False
1806,22,29,33,True,False,True,False,False,False,False
1807,22,29,34,True,False,True,False,False,False,False
1808,22,29,35,True,False,True,False,False,False,False
1809,22,29,36,True,False,True,False,False,False,False
1810,22,29,37,True,False,True,False,False,False,False
1811,22,29,38,True,False,True,False,False,False,False
1812,22,29,39,True,False,True,False,False,False,False
1813,22,30,28,True,False,True,False,False,False,False
1814,22,30,29,True,False,True,False,False,False,False
1815,22,30,30,True,False,True,False,False,False,False
1816,22,30,31,True,False,True,False,False,False,False
1817,22,30,32,True,False,True,False,False,False,False
1818,22,30,33,True,False,True,False,False,False,False
1819,22,30,34,True,False,True,False,False,False,False
1820,22,30,35,True,False,True,False,False,False,False
1821,22,30,36,True,False,True,False,False,False,False
1822,22,30,37,True,False,True,False,False,False,False
1823,22,31,27,True,False,True,False,False,False,False
1824,22,31,28,True,False,True,False,False,False,False
1825,22,31,29,True,False,True,False,False,False,False
1826,22,31,30,True,False,True,False,False,False,False
1827,22,31,31,True,False,True,False,False,False,False
1828,22,31,32,True,False,True,False,False,False,False
1829,22,31,34,True,False,True,False,False,False,False
1830,22,31,35,True,False,True,False,False,False,False
1831,22,32,27,True,False,True,False,False,False,False
1832,22,32,28,True,False,True,False,False,False,False
1833,22,32,30,True,False,True,False,False,False,False
1834,22,32,31,True,False,True,False,False,False,False
1835,22,32,32,True,False,True,False,False,False,False
1836,22,32,34,True,False,True,False,False,False,False
1837,22,33,27,True,False,True,False,False,False,False
1838,22,33,28,True,False,True,False,False,False,False
1839,22,33,30,True,False,True,False,False,False,False
1840,22,33,31,True,False,True,False,False,False,False
1841,22,33,32,True,False,True,False,False,False,False
1842,22,34,27,True,False,True,False,False,False,False
1843,22,34,28,True,False,True,False,False,False,False
1844,22,35,27,True,False,True,False,False,False,False
1845,22,35,28,True,False,True,False,False,False,False
1846,22,35,29,True,False,True,False,False,False,False
1847,22,35,30,True,False,True,False,False,False,False
1848,22,35,31,True,False,True,False,False,False,False
1849,22,35,32,True,False,True,False,False,False,False
1850,22,36,28,True,False,True,False,False,False,False
1851,22,36,29,True,False,True,False,False,False,False
1852,22,36,30,True,False,True,False,False,False,False
1853,22,36,31,True,False,True,False,False,False,False
1854,22,36,32,True,False,True,False,False,False,False
1855,22,36,33,True,False,True,False,False,False,False
1856,22,37,31,True,False,True,False,False,False,False
1857,22,37,32,True,False,True,False,False,False,False
1858,22,37,33,True,False,True,False,False,False,False
1859,22,38,33,True,False,True,False,False,False,False
1860,23,9,38,True,False,True,False,False,False,False
1861,23,9,39,True,False,True,False,False,False,False
1862,23,10,33,True,True,False,False,False,False,True
1863,23,10,34,True,True,False,False,False,False,True
1864,23,10,35,True,True,False,False,False,False,True
1865,23,10,37,True,False,True,False,False,False,False
1866,23,10,38,True,False,True,False,False,False,False
1867,23,10,39,True,False,True,False,False,False,False
1868,23,10,40,True,False,True,False,False,False,False
1869,23,10,42,True,False,True,False,False,False,False
1870,23,10,43,True,False,True,False,False,False,False
1871,23,10,44,True,False,True,False,False,False,False
1872,23,10,45,True,False,True,False,False,False,False
1873,23,10,46,True,False,True,False,False,False,False
1874,23,10,47,True,False,True,False,False,False,False
1875,23,11,33,True,True,False,False,False,False,True
1876,23,11,34,True,True,False,False,False,False,True
1877,23,11,35,True,True,False,False,False,False,True
1878,23,11,36,True,True,False,False,False,False,True
1879,23,11,37,True,False,True,False,False,False,False
1880,23,11,38,True,False,True,False,False,False,False
1881,23,11,39,True,False,True,False,False,False,False
1882,23,11,40,True,False,True,False,False,False,False
1883,23,11,42,True,False,True,False,False,False,False
1884,23,11,43,True,False,True,False,False,False,False
1885,23,11,44,True,False,True,False,False,False,False
1886,23,11,45,True,False,True,False,False,False,False
1887,23,11,46,True,False,True,False,False,False,False
1888,23,11,47,True,False,True,False,False,False,False
1889,23,11,48,True,False,True,False,False,False,False
1890,23,12,33,True,True,False,False,False,False,True
1891,23,12,34,True,True,False,False,False,False,True
1892,23,12,35,True,True,False,False,False,False,True
1893,23,12,36,True,False,True,False,False,False,False
1894,23,12,37,True,False,True,False,False,False,False
1895,23,12,39,True,False,True,False,False,False,False
1896,23,12,40,True,False,True,False,False,False,False
1897,23,12,42,True,False,True,False,False,False,False
1898,23,12,43,True,False,True,False,False,False,False
1899,23,12,46,True,False,True,False,False,False,False
1900,23,12,47,True,False,True,False,False,False,False
1901,23,12,48,True,False,True,False,False,False,False
1902,23,12,50,True,False,True,False,False,False,False
1903,23,12,51,True,False,True,False,False,False,False
1904,23,12,52,True,False,True,False,False,False,False
1905,23,12,53,True,False,True,False,False,False,False
1906,23,13,30,True,True,False,False,False,False,True
1907,23,13,31,True,True,False,False,False,False,True
1908,23,13,32,True,True,False,False,False,False,True
1909,23,13,33,True,True,False,False,False,False,True
1910,23,13,34,True,True,False,False,False,False,True
1911,23,13,36,True,False,True,False,False,False,False
1912,23,13,37,True,False,True,False,False,False,False
1913,23,13,39,True,False,True,False,False,False,False
1914,23,13,40,True,False,True,False,False,False,False
1915,23,13,41,True,False,True,False,False,False,False
1916,23,13,42,True,False,True,False,False,False,False
1917,23,13,43,True,False,True,False,False,False,False
1918,23,13,46,True,False,True,False,False,False,False
1919,23,13,47,True,False,True,False,False,False,False
1920,23,13,48,True,False,True,False,False,False,False
1921,23,13,49,True,False,True,False,False,False,False
1922,23,13,50,True,False,True,False,False,False,False
1923,23,13,51,True,False,True,False,False,False,False
1924,23,13,52,True,False,True,False,False,False,False
1925,23,13,53,True,False,True,False,False,False,False
1926,23,14,30,True,True,False,False,False,False,True
1927,23,14,31,True,True,False,False,False,False,True
1928,23,14,32,True,False,True,False,False,False,False
1929,23,14,33,True,False,True,False,False,False,False
1930,23,14,34,True,False,True,False,False,False,False
1931,23,14,35,True,False,True,False,False,False,False
1932,23,14,37,True,False,True,False,False,False,False
1933,23,14,39,True,False,True,False,False,False,False
1934,23,14,40,True,False,True,False,False,False,False
1935,23,14,41,True,False,True,False,False,False,False
1936,23,14,42,True,False,True,False,False,False,False
1937,23,14,43,True,False,True,False,False,False,False
1938,23,14,44,True,False,True,False,False,False,False
1939,23,14,46,True,False,True,False,False,False,False
1940,23,14,47,True,False,True,False,False,False,False
1941,23,14,48,True,False,True,False,False,False,False
1942,23,14,49,True,False,True,False,False,False,False
1943,23,14,50,True,False,True,False,False,False,False
1944,23,14,51,True,False,True,False,False,False,False
1945,23,14,52,True,False,True,False,False,False,False
1946,23,15,30,True,False,True,False,False,False,False
1947,23,15,31,True,False,True,False,False,False,False
1948,23,15,32,True,False,True,False,False,False,False
1949,23,15,33,True,False,True,False,False,False,False
1950,23,15,34,True,False,True,False,False,False,False
1951,23,15,35,True,False,True,False,False,False,False
1952,23,15,36,True,False,True,False,False,False,False
1953,23,15,41,True,False,True,False,False,False,False
1954,23,15,42,True,False,True,False,False,False,False
1955,23,15,43,True,False,True,False,False,False,False
1956,23,15,44,True,False,True,False,False,False,False
1957,23,15,46,True,False,True,False,False,False,False
1958,23,15,47,True,False,True,False,False,False,False
1959,23,15,48,True,False,True,False,False,False,False
1960,23,15,49,True,False,True,False,False,False,False
1961,23,15,51,True,False,True,False,False,False,False
1962,23,15,52,True,False,True,False,False,False,False
1963,23,16,31,True,False,True,False,False,False,False
1964,23,16,32,True,False,True,False,False,False,False
1965,23,16,33,True,False,True,False,False,False,False
1966,23,16,34,True,False,True,False,False,False,False
1967,23,16,35,True,False,True,False,False,False,False
1968,23,16,36,True,False,True,False,False,False,False
1969,23,16,37,True,False,True,False,False,False,False
1970,23,16,39,True,False,True,False,False,False,False
1971,23,16,43,True,False,True,False,False,False,False
1972,23,16,44,True,False,True,False,False,False,False
1973,23,16,45,True,False,True,False,False,False,False
1974,23,16,46,True,False,True,False,False,False,False
1975,23,16,47,True,False,True,False,False,False,False
1976,23,16,48,True,False,True,False,False,False,False
1977,23,16,49,True,False,True,False,False,False,False
1978,23,16,52,True,False,True,False,False,False,False
1979,23,17,31,True,False,True,False,False,False,False
1980,23,17,32,True,False,True,False,False,False,False
1981,23,17,33,True,False,True,False,False,False,False
1982,23,17,34,True,False,True,False,False,False,False
1983,23,17,35,True,False,True,False,False,False,False
1984,23,17,36,True,False,True,False,False,False,False
1985,23,17,37,True,False,True,False,False,False,False
1986,23,17,39,True,False,True,False,False,False,False
1987,23,17,40,True,False,True,False,False,False,False
1988,23,17,45,True,False,True,False,False,False,False
1989,23,17,46,True,False,True,False,False,False,False
1990,23,17,47,True,False,True,False,False,False,False
1991,23,17,48,True,False,True,False,False,False,False
1992,23,18,31,True,False,True,False,False,False,False
1993,23,18,32,True,False,True,False,False,False,False
1994,23,18,33,True,False,True,False,False,False,False
1995,23,18,34,True,False,True,False,False,False,False
1996,23,18,35,True,False,True,False,False,False,False
